edad,genero,nivel_educativo,ingresos_mensuales,ocupacion,interes_tema,uso_tecnologia,horas_disponibles,promociones_recibidas,matricula
31,F,Secundaria,1818.0,Independiente,3,2,15,0,0
45,F,Técnico,1291.0,Empleado,1,4,17,0,0
22,M,Técnico,1819.0,Empleado,4,2,19,0,0
64,F,Técnico,1528.0,Estudiante,4,2,5,1,0
47,F,Técnico,1692.0,Empleado,2,2,18,0,0
63,F,Técnico,2570.0,Estudiante,2,2,2,1,0
22,M,Técnico,1506.0,Independiente,3,1,11,0,0
29,F,Primaria,2035.0,Empleado,5,2,15,1,0
33,F,Secundaria,1258.0,Empleado,4,3,2,1,0
43,M,Técnico,2160.0,Independiente,1,2,15,1,0
43,F,Universitario,508.0,Empleado,5,1,3,1,0
65,F,Secundaria,200.0,Desempleado,4,5,19,0,0
38,M,Técnico,3185.0,Empleado,3,5,12,1,0
56,M,Universitario,2969.0,Independiente,4,5,3,0,0
53,F,Técnico,200.0,Independiente,2,4,3,1,0
50,F,Primaria,1471.0,Empleado,1,3,6,0,0
47,F,Técnico,1620.0,Empleado,1,1,20,1,0
54,M,Secundaria,2078.0,Estudiante,2,5,11,1,0
40,Otro,Postgrado,2891.0,Estudiante,5,1,1,1,0
27,M,Secundaria,651.0,Desempleado,2,1,15,1,0
22,M,Universitario,694.0,Desempleado,1,4,6,1,0
53,F,Primaria,1499.0,Estudiante,3,5,18,1,0
51,M,Técnico,729.0,Estudiante,5,2,10,1,0
48,M,Técnico,200.0,Independiente,4,1,0,0,0
27,M,Secundaria,1318.0,Estudiante,3,5,8,1,0
36,M,Técnico,2186.0,Independiente,5,1,4,1,0
49,M,Secundaria,1484.0,Empleado,1,4,16,0,0
18,Otro,Secundaria,1999.0,Independiente,1,4,0,1,0
22,M,Universitario,1885.0,Independiente,3,2,16,1,0
62,F,Secundaria,678.0,Estudiante,5,4,11,1,1
21,F,Universitario,1554.0,Empleado,4,5,12,1,1
33,F,Universitario,280.0,Empleado,4,4,10,1,1
41,M,Técnico,1090.0,Independiente,2,2,12,0,0
33,F,Primaria,1540.0,Empleado,3,3,12,0,0
19,F,Técnico,1499.0,Empleado,5,1,5,1,0
45,F,Universitario,467.0,Estudiante,3,1,5,1,0
49,F,Secundaria,629.0,Empleado,4,5,19,1,1
44,F,Universitario,1733.0,Independiente,5,2,20,1,0
37,M,Secundaria,2162.0,Estudiante,1,2,9,0,0
41,F,Universitario,1334.0,Empleado,1,2,18,1,0
29,F,Primaria,1294.0,Estudiante,5,1,2,0,0
52,F,Universitario,2245.0,Independiente,3,4,6,0,0
50,Otro,Técnico,882.0,Empleado,3,1,4,1,0
50,M,Secundaria,2882.0,Empleado,1,1,7,0,0
60,Otro,Secundaria,424.0,Estudiante,1,1,4,1,0
54,M,Técnico,2339.0,Empleado,4,4,11,0,0
29,M,Postgrado,1931.0,Empleado,5,3,3,0,0
20,M,Secundaria,3428.0,Empleado,3,5,18,1,0
18,M,Secundaria,603.0,Empleado,4,3,17,1,1
50,F,Técnico,200.0,Empleado,3,3,2,0,0
57,M,Técnico,2500.0,Estudiante,1,1,6,1,0
27,M,Técnico,323.0,Estudiante,5,3,7,1,1
60,F,Universitario,1993.0,Empleado,2,1,14,1,0
61,F,Secundaria,2446.0,Empleado,5,1,20,0,0
46,F,Postgrado,1804.0,Independiente,2,5,16,1,0
30,F,Técnico,1686.0,Desempleado,4,2,18,1,0
29,F,Secundaria,1821.0,Estudiante,2,1,3,0,0
48,M,Universitario,2170.0,Estudiante,2,3,15,0,0
63,M,Universitario,1970.0,Estudiante,4,5,12,1,1
19,F,Secundaria,527.0,Empleado,5,3,11,0,0
52,M,Universitario,2960.0,Empleado,4,2,3,0,0
40,F,Secundaria,1541.0,Desempleado,1,4,11,0,0
34,M,Técnico,1915.0,Empleado,1,2,16,1,0
43,M,Universitario,2069.0,Empleado,2,5,8,1,0
25,F,Secundaria,2425.0,Estudiante,4,2,11,0,0
46,F,Técnico,2342.0,Estudiante,4,2,14,1,0
43,F,Universitario,1605.0,Estudiante,4,5,19,1,1
27,F,Postgrado,1554.0,Estudiante,5,5,1,0,0
43,M,Técnico,1827.0,Desempleado,3,3,8,1,0
51,M,Técnico,2380.0,Independiente,3,1,13,1,0
58,F,Técnico,610.0,Desempleado,3,4,3,1,0
24,F,Postgrado,2015.0,Empleado,5,4,3,0,0
21,M,Universitario,791.0,Empleado,4,4,5,1,1
62,F,Secundaria,2981.0,Independiente,3,2,4,1,0
28,M,Técnico,1794.0,Independiente,4,5,16,1,1
46,M,Técnico,1167.0,Desempleado,2,5,12,1,0
53,M,Universitario,1843.0,Empleado,3,5,19,0,0
42,F,Universitario,1507.0,Empleado,2,1,16,1,0
38,F,Universitario,1372.0,Desempleado,5,5,18,1,1
53,M,Postgrado,200.0,Empleado,1,5,0,0,0
27,F,Primaria,681.0,Independiente,5,2,20,0,0
54,M,Secundaria,1388.0,Estudiante,5,3,16,0,0
26,M,Técnico,200.0,Empleado,5,4,2,1,0
41,M,Secundaria,1030.0,Independiente,3,2,13,1,0
52,M,Primaria,1100.0,Empleado,2,2,11,1,0
52,M,Primaria,876.0,Estudiante,3,2,14,0,0
65,F,Universitario,2118.0,Empleado,1,4,5,1,0
53,F,Universitario,796.0,Estudiante,5,2,19,1,0
35,F,Técnico,1571.0,Estudiante,4,3,1,0,0
56,M,Técnico,1217.0,Estudiante,1,5,3,0,0
49,M,Secundaria,1405.0,Desempleado,2,3,12,0,0
41,M,Universitario,2785.0,Independiente,1,5,12,1,0
40,M,Universitario,1644.0,Empleado,3,5,16,1,0
49,F,Técnico,1798.0,Desempleado,4,2,5,1,0
54,M,Secundaria,888.0,Desempleado,3,2,10,0,0
29,F,Primaria,2001.0,Estudiante,5,4,18,1,0
30,F,Primaria,1967.0,Estudiante,5,1,15,1,0
40,M,Técnico,1890.0,Empleado,1,3,7,1,0
42,F,Universitario,533.0,Empleado,5,4,0,0,0
52,F,Universitario,1032.0,Estudiante,5,4,9,1,1
58,F,Técnico,2647.0,Empleado,2,3,1,1,0
47,F,Universitario,950.0,Empleado,2,3,18,0,0
34,M,Postgrado,2756.0,Empleado,3,5,13,0,0
37,M,Secundaria,1063.0,Independiente,3,1,2,1,0
65,M,Técnico,1619.0,Empleado,2,2,8,1,0
42,M,Postgrado,1350.0,Independiente,1,1,7,1,0
39,F,Secundaria,824.0,Empleado,2,1,10,0,0
30,M,Postgrado,836.0,Empleado,3,2,14,1,0
36,F,Postgrado,937.0,Empleado,4,1,5,0,0
53,F,Universitario,1618.0,Desempleado,5,4,1,1,0
29,M,Universitario,2212.0,Empleado,4,4,0,1,0
58,M,Universitario,1567.0,Empleado,4,2,2,1,0
36,F,Universitario,1473.0,Estudiante,5,2,17,0,0
29,F,Secundaria,2468.0,Empleado,2,3,13,1,0
26,F,Primaria,1533.0,Independiente,1,3,16,1,0
24,M,Secundaria,1066.0,Estudiante,4,1,1,1,0
45,M,Universitario,702.0,Estudiante,1,1,18,1,0
31,M,Secundaria,2516.0,Estudiante,3,2,8,1,0
48,M,Primaria,1236.0,Empleado,4,1,7,1,0
36,F,Secundaria,1037.0,Empleado,3,5,9,0,0
64,F,Universitario,968.0,Estudiante,2,4,8,1,0
33,F,Postgrado,2471.0,Estudiante,4,1,7,0,0
22,F,Postgrado,1042.0,Estudiante,3,1,6,1,0
52,F,Técnico,2292.0,Independiente,3,3,5,1,0
29,M,Universitario,1316.0,Independiente,2,5,1,0,0
42,M,Universitario,533.0,Desempleado,1,1,8,1,0
38,F,Técnico,1234.0,Independiente,1,4,8,1,0
53,M,Técnico,1474.0,Desempleado,4,1,18,1,0
40,F,Secundaria,1408.0,Empleado,2,2,8,1,0
33,F,Postgrado,1388.0,Empleado,4,5,1,1,0
56,M,Técnico,1242.0,Empleado,1,1,18,1,0
62,F,Técnico,872.0,Desempleado,2,5,15,0,0
59,F,Universitario,1509.0,Estudiante,5,1,13,0,0
56,F,Secundaria,1933.0,Estudiante,2,4,19,1,0
31,F,Secundaria,330.0,Independiente,2,4,0,1,0
48,F,Universitario,2539.0,Empleado,5,5,12,0,0
22,M,Primaria,200.0,Estudiante,3,3,1,1,0
52,M,Universitario,1560.0,Empleado,3,3,13,0,0
40,F,Técnico,1873.0,Independiente,3,2,0,1,0
46,F,Universitario,1017.0,Empleado,1,3,14,0,0
60,M,Universitario,200.0,Empleado,2,5,17,1,0
28,M,Técnico,1423.0,Empleado,5,3,8,1,1
35,F,Técnico,1636.0,Independiente,1,2,7,1,0
64,F,Universitario,581.0,Desempleado,5,1,6,1,0
29,F,Universitario,836.0,Empleado,1,3,8,1,0
26,F,Universitario,2270.0,Empleado,1,5,8,1,0
27,M,Universitario,1594.0,Empleado,1,5,10,1,0
61,M,Secundaria,293.0,Independiente,5,2,3,0,0
34,F,Técnico,1860.0,Empleado,4,2,6,1,0
55,M,Postgrado,756.0,Empleado,1,4,20,1,0
24,M,Técnico,880.0,Empleado,3,4,6,1,0
63,M,Secundaria,1658.0,Empleado,2,4,3,1,0
30,F,Técnico,1584.0,Empleado,4,1,11,1,0
57,F,Secundaria,1178.0,Independiente,4,5,16,1,1
59,M,Secundaria,1097.0,Empleado,5,4,19,1,1
26,M,Postgrado,1299.0,Empleado,4,5,2,0,0
44,F,Técnico,876.0,Empleado,5,2,8,1,0
19,Otro,Secundaria,2371.0,Empleado,5,1,4,0,0
22,M,Postgrado,245.0,Empleado,3,2,19,0,0
46,F,Postgrado,1307.0,Empleado,1,5,15,1,0
54,M,Técnico,332.0,Empleado,4,4,7,0,0
55,F,Secundaria,2249.0,Desempleado,1,2,20,1,0
36,M,Universitario,1306.0,Estudiante,1,3,15,1,0
25,M,Universitario,655.0,Independiente,1,1,18,1,0
65,F,Universitario,2048.0,Independiente,5,5,15,0,0
62,F,Universitario,200.0,Empleado,1,4,17,0,0
18,M,Universitario,1725.0,Independiente,4,2,14,1,0
39,F,Secundaria,2421.0,Estudiante,5,1,17,0,0
34,M,Universitario,1644.0,Independiente,4,4,13,1,1
24,F,Secundaria,1095.0,Empleado,5,2,15,1,0
42,M,Universitario,506.0,Empleado,2,5,4,1,0
62,F,Universitario,2366.0,Empleado,2,3,7,1,0
21,M,Primaria,2242.0,Empleado,2,3,15,0,0
53,F,Técnico,984.0,Empleado,2,5,20,1,0
23,F,Secundaria,1005.0,Estudiante,5,1,0,0,0
48,F,Secundaria,2449.0,Independiente,1,5,10,1,0
36,F,Universitario,1925.0,Empleado,3,2,10,1,0
61,F,Secundaria,200.0,Desempleado,3,1,1,0,0
56,M,Universitario,1343.0,Empleado,2,3,18,0,0
44,M,Primaria,1314.0,Desempleado,1,2,4,1,0
27,F,Universitario,1698.0,Empleado,4,4,2,1,0
43,M,Universitario,1505.0,Empleado,1,4,7,0,0
36,F,Universitario,1090.0,Empleado,4,4,3,1,0
56,Otro,Técnico,1643.0,Estudiante,3,3,12,1,0
20,M,Postgrado,1142.0,Empleado,1,5,13,1,0
62,F,Secundaria,4231.0,Empleado,1,1,0,1,0
30,M,Primaria,1598.0,Empleado,3,3,4,0,0
45,F,Técnico,1488.0,Empleado,1,2,20,1,0
37,M,Primaria,2974.0,Empleado,4,2,6,1,0
45,M,Postgrado,409.0,Independiente,1,4,5,1,0
25,F,Secundaria,1412.0,Empleado,4,1,14,1,0
58,F,Universitario,740.0,Empleado,2,4,14,1,0
56,F,Universitario,2008.0,Estudiante,1,2,7,0,0
18,F,Secundaria,1105.0,Desempleado,4,2,1,1,0
20,M,Universitario,1964.0,Empleado,3,5,13,1,0
30,F,Primaria,1906.0,Empleado,2,5,15,0,0
45,M,Técnico,2124.0,Independiente,1,5,9,1,0
42,F,Primaria,1920.0,Empleado,4,4,14,0,0
50,F,Postgrado,1321.0,Empleado,1,1,3,1,0
55,F,Postgrado,382.0,Independiente,4,5,11,1,1
23,F,Secundaria,2307.0,Empleado,1,3,9,1,0
61,M,Secundaria,2627.0,Empleado,2,5,1,1,0
62,F,Universitario,750.0,Desempleado,2,4,3,1,0
49,M,Secundaria,2089.0,Independiente,1,1,19,1,0
62,F,Universitario,564.0,Estudiante,1,5,5,1,0
64,M,Técnico,1663.0,Estudiante,5,1,13,0,0
38,F,Técnico,1828.0,Estudiante,1,3,2,0,0
33,F,Universitario,1159.0,Independiente,1,2,14,1,0
38,M,Técnico,1576.0,Independiente,2,1,0,1,0
28,M,Postgrado,2179.0,Independiente,1,5,18,1,0
54,F,Postgrado,1412.0,Empleado,3,4,0,1,0
53,M,Secundaria,960.0,Empleado,1,4,12,1,0
52,M,Primaria,521.0,Empleado,5,4,7,0,0
36,M,Postgrado,1187.0,Empleado,4,4,17,1,1
37,M,Postgrado,560.0,Independiente,2,1,2,1,0
35,F,Primaria,1198.0,Empleado,3,4,17,1,0
64,F,Universitario,1128.0,Empleado,4,2,19,1,0
58,M,Técnico,2143.0,Empleado,3,3,8,1,0
31,M,Secundaria,1559.0,Estudiante,2,1,5,1,0
32,M,Universitario,3538.0,Independiente,5,1,19,1,0
48,M,Secundaria,200.0,Empleado,2,4,1,1,0
18,M,Postgrado,1751.0,Empleado,3,4,3,1,0
20,M,Secundaria,1139.0,Empleado,3,1,17,0,0
33,M,Universitario,735.0,Desempleado,2,4,6,0,0
40,F,Secundaria,1476.0,Empleado,1,4,10,0,0
28,M,Técnico,1416.0,Independiente,2,4,4,1,0
29,F,Universitario,2362.0,Empleado,5,4,7,0,0
27,F,Secundaria,1573.0,Empleado,2,4,10,1,0
49,F,Técnico,946.0,Desempleado,4,5,19,1,1
33,F,Técnico,1767.0,Empleado,1,5,19,1,0
25,F,Primaria,1316.0,Desempleado,4,5,14,0,0
55,F,Universitario,600.0,Empleado,2,1,2,0,0
29,F,Secundaria,1301.0,Empleado,1,3,6,0,0
41,F,Técnico,1685.0,Estudiante,4,1,7,1,0
45,F,Técnico,1558.0,Empleado,4,5,10,1,1
25,F,Técnico,1764.0,Empleado,1,1,9,1,0
45,M,Secundaria,1079.0,Empleado,1,3,19,1,0
53,M,Técnico,1754.0,Independiente,3,4,8,1,0
43,M,Técnico,1596.0,Desempleado,1,2,14,0,0
25,F,Universitario,1603.0,Independiente,2,5,19,1,0
45,F,Universitario,1526.0,Estudiante,5,5,4,1,0
45,F,Técnico,3241.0,Empleado,3,3,14,1,0
54,F,Primaria,2388.0,Independiente,1,4,3,0,0
58,M,Secundaria,1736.0,Estudiante,5,4,4,1,0
53,M,Secundaria,860.0,Empleado,3,2,14,0,0
44,F,Secundaria,1266.0,Independiente,2,4,16,1,0
34,F,Técnico,2793.0,Empleado,5,3,7,1,1
26,Otro,Secundaria,1050.0,Empleado,1,4,18,1,0
50,M,Secundaria,1367.0,Independiente,1,3,8,1,0
37,F,Primaria,1323.0,Independiente,2,5,9,0,0
30,F,Primaria,1794.0,Estudiante,3,5,4,1,0
45,F,Secundaria,1151.0,Empleado,5,5,9,0,0
65,F,Secundaria,1641.0,Empleado,2,1,0,1,0
46,F,Técnico,1169.0,Empleado,3,5,3,1,0
30,M,Técnico,2552.0,Desempleado,4,3,20,1,1
63,F,Secundaria,951.0,Empleado,4,2,4,1,0
52,F,Técnico,2282.0,Empleado,3,4,6,1,0
23,F,Secundaria,1032.0,Empleado,1,5,4,1,0
35,F,Secundaria,817.0,Empleado,1,1,19,0,0
22,M,Primaria,939.0,Empleado,4,1,7,1,0
64,M,Técnico,200.0,Estudiante,1,3,16,1,0
42,Otro,Universitario,1851.0,Independiente,1,2,0,1,0
19,F,Secundaria,569.0,Desempleado,3,5,17,1,0
27,F,Secundaria,1214.0,Estudiante,3,5,11,1,0
47,M,Universitario,2109.0,Independiente,1,1,2,1,0
62,F,Secundaria,2083.0,Estudiante,3,3,19,0,0
22,F,Secundaria,355.0,Empleado,5,1,13,1,0
50,F,Universitario,1748.0,Empleado,4,1,15,1,0
18,M,Universitario,2412.0,Estudiante,5,2,17,1,0
35,F,Técnico,991.0,Empleado,5,3,9,0,0
49,F,Técnico,1911.0,Estudiante,1,2,14,1,0
64,M,Secundaria,585.0,Estudiante,1,3,9,0,0
28,F,Primaria,1809.0,Estudiante,5,5,0,1,0
38,F,Técnico,1605.0,Empleado,5,4,18,0,0
43,F,Primaria,2029.0,Empleado,2,4,1,1,0
42,F,Técnico,1979.0,Empleado,2,3,12,0,0
39,M,Postgrado,417.0,Estudiante,4,4,15,0,0
44,M,Postgrado,1609.0,Empleado,5,1,7,1,0
30,M,Secundaria,2662.0,Empleado,3,5,2,0,0
50,M,Universitario,200.0,Empleado,2,5,20,0,0
51,F,Técnico,2274.0,Empleado,1,4,18,0,0
58,M,Universitario,2781.0,Empleado,5,3,13,1,1
52,F,Secundaria,312.0,Empleado,3,1,10,1,0
18,Otro,Primaria,963.0,Estudiante,3,3,11,0,0
38,F,Secundaria,1914.0,Desempleado,3,4,10,1,0
65,F,Secundaria,791.0,Estudiante,1,5,10,0,0
23,F,Secundaria,2592.0,Independiente,2,5,20,1,0
45,F,Universitario,2347.0,Independiente,3,3,17,1,0
34,M,Universitario,392.0,Independiente,2,2,9,1,0
22,M,Secundaria,906.0,Empleado,4,3,15,1,1
48,F,Técnico,2116.0,Empleado,1,2,7,0,0
22,F,Primaria,2085.0,Independiente,2,3,5,0,0
55,F,Universitario,3275.0,Empleado,2,2,18,1,0
20,F,Postgrado,796.0,Empleado,3,2,12,0,0
40,F,Postgrado,2667.0,Desempleado,3,2,14,0,0
54,M,Universitario,769.0,Independiente,1,2,12,0,0
54,Otro,Secundaria,1900.0,Empleado,2,1,0,1,0
27,F,Primaria,2214.0,Empleado,5,2,20,1,0
27,M,Técnico,200.0,Empleado,3,2,1,0,0
36,F,Postgrado,2229.0,Estudiante,3,5,12,0,0
34,M,Secundaria,2608.0,Empleado,4,1,1,1,0
38,F,Primaria,2377.0,Independiente,1,2,10,0,0
31,F,Universitario,3143.0,Empleado,2,4,12,1,0
26,M,Primaria,2272.0,Independiente,2,1,9,0,0
63,F,Técnico,1070.0,Empleado,2,5,14,1,0
18,F,Universitario,2491.0,Independiente,3,3,0,1,0
62,M,Secundaria,1025.0,Empleado,1,5,13,0,0
30,M,Primaria,1566.0,Empleado,2,5,9,1,0
21,F,Universitario,2165.0,Independiente,5,1,17,1,0
18,M,Universitario,1858.0,Independiente,4,1,10,1,0
57,M,Postgrado,2581.0,Independiente,4,4,6,1,1
49,M,Secundaria,3491.0,Estudiante,2,4,14,0,0
51,M,Primaria,590.0,Empleado,3,1,2,0,0
45,F,Universitario,1237.0,Estudiante,4,1,1,0,0
48,F,Técnico,1753.0,Empleado,4,1,7,0,0
25,M,Secundaria,1129.0,Independiente,4,3,7,1,1
56,F,Universitario,1439.0,Empleado,4,5,10,1,1
43,M,Secundaria,2121.0,Empleado,2,4,15,1,0
51,F,Secundaria,2014.0,Empleado,1,4,1,1,0
20,Otro,Primaria,1698.0,Empleado,1,2,4,1,0
29,M,Técnico,1618.0,Empleado,3,3,6,1,0
18,F,Técnico,1321.0,Empleado,5,1,19,0,0
61,F,Técnico,2624.0,Desempleado,1,1,12,1,0
22,M,Universitario,2831.0,Empleado,5,3,1,1,0
47,M,Postgrado,2315.0,Desempleado,1,4,2,0,0
47,M,Secundaria,580.0,Empleado,1,1,8,0,0
34,F,Primaria,1290.0,Desempleado,3,2,9,1,0
65,Otro,Primaria,1660.0,Empleado,4,4,12,1,0
64,F,Secundaria,747.0,Estudiante,3,5,20,0,0
40,F,Universitario,1563.0,Estudiante,1,3,12,1,0
32,F,Universitario,1518.0,Desempleado,4,4,4,1,0
54,F,Universitario,2367.0,Independiente,4,5,6,1,1
38,F,Secundaria,1101.0,Independiente,4,2,16,0,0
31,M,Secundaria,2431.0,Empleado,5,3,14,0,0
19,F,Técnico,734.0,Independiente,1,1,4,1,0
28,F,Primaria,846.0,Empleado,2,1,6,1,0
56,M,Universitario,1197.0,Empleado,3,5,1,1,0
55,F,Postgrado,1538.0,Empleado,5,4,17,0,0
51,M,Técnico,200.0,Desempleado,3,2,9,1,0
55,F,Universitario,1867.0,Independiente,2,5,0,0,0
51,F,Técnico,2867.0,Empleado,4,2,13,1,0
35,M,Secundaria,2021.0,Empleado,2,2,18,1,0
47,M,Técnico,1331.0,Empleado,3,2,15,1,0
32,M,Secundaria,632.0,Independiente,2,3,18,0,0
44,F,Primaria,200.0,Estudiante,1,5,5,0,0
51,M,Universitario,200.0,Independiente,2,3,11,1,0
55,F,Universitario,1395.0,Empleado,1,4,2,1,0
50,M,Secundaria,3186.0,Empleado,2,4,6,1,0
41,Otro,Técnico,200.0,Empleado,1,1,2,1,0
32,F,Universitario,2060.0,Empleado,1,1,16,1,0
47,F,Universitario,958.0,Empleado,2,1,14,1,0
59,F,Universitario,1232.0,Empleado,5,4,18,1,1
34,F,Secundaria,750.0,Empleado,4,2,18,0,0
22,F,Postgrado,406.0,Estudiante,4,2,10,1,0
46,M,Secundaria,1601.0,Independiente,4,5,20,0,0
21,M,Universitario,1710.0,Empleado,1,4,19,1,0
27,M,Primaria,2035.0,Empleado,4,1,1,0,0
34,M,Universitario,200.0,Empleado,1,4,6,1,0
27,M,Secundaria,2199.0,Independiente,5,2,18,1,0
34,F,Técnico,2213.0,Independiente,2,2,6,1,0
37,Otro,Secundaria,1840.0,Estudiante,2,3,9,1,0
41,M,Secundaria,1163.0,Empleado,1,3,11,0,0
22,F,Universitario,1747.0,Estudiante,1,5,17,1,0
51,M,Universitario,1372.0,Empleado,5,4,5,0,0
23,F,Postgrado,2275.0,Estudiante,4,3,19,0,0
19,F,Secundaria,1207.0,Independiente,5,3,20,0,0
30,F,Universitario,1586.0,Independiente,2,4,7,0,0
60,Otro,Universitario,200.0,Empleado,2,2,4,1,0
60,M,Secundaria,1744.0,Independiente,4,5,2,1,0
65,F,Primaria,900.0,Empleado,2,5,1,1,0
28,F,Universitario,1910.0,Desempleado,1,5,5,0,0
64,M,Postgrado,2131.0,Desempleado,2,3,6,0,0
40,F,Universitario,1012.0,Empleado,3,2,7,0,0
33,M,Técnico,1525.0,Empleado,4,5,3,0,0
48,F,Técnico,1640.0,Desempleado,4,4,11,0,0
28,M,Secundaria,1794.0,Empleado,4,5,11,0,0
33,M,Universitario,2132.0,Empleado,3,1,16,1,0
25,F,Universitario,2027.0,Empleado,5,2,18,1,0
21,F,Secundaria,1196.0,Empleado,1,1,8,1,0
57,M,Universitario,2779.0,Desempleado,4,2,11,0,0
21,M,Secundaria,2102.0,Empleado,2,4,20,1,0
42,F,Postgrado,2624.0,Empleado,1,3,16,1,0
20,M,Técnico,1777.0,Estudiante,2,3,9,0,0
49,M,Secundaria,1825.0,Empleado,1,2,18,0,0
20,F,Técnico,1406.0,Independiente,1,5,10,0,0
44,F,Técnico,1145.0,Empleado,2,1,19,0,0
46,M,Primaria,2280.0,Estudiante,2,4,12,1,0
49,F,Técnico,1712.0,Empleado,1,5,3,0,0
36,F,Técnico,1395.0,Empleado,4,3,14,1,1
38,F,Universitario,682.0,Desempleado,2,5,11,0,0
22,F,Primaria,2744.0,Empleado,3,1,9,1,0
35,M,Técnico,1590.0,Independiente,3,3,6,0,0
45,M,Primaria,519.0,Desempleado,1,2,1,1,0
59,M,Universitario,1565.0,Empleado,5,4,20,0,0
39,F,Primaria,1339.0,Estudiante,1,4,6,0,0
38,M,Postgrado,1306.0,Empleado,1,3,7,1,0
23,F,Universitario,1961.0,Desempleado,4,2,20,1,0
18,M,Técnico,1340.0,Desempleado,4,1,18,0,0
22,M,Técnico,1256.0,Desempleado,5,4,5,1,1
58,F,Secundaria,2590.0,Estudiante,5,3,20,1,1
29,M,Secundaria,200.0,Estudiante,5,4,7,1,1
43,M,Universitario,1459.0,Estudiante,5,2,19,1,0
63,F,Postgrado,2243.0,Estudiante,5,1,3,1,0
51,M,Primaria,2002.0,Empleado,1,2,19,0,0
31,F,Técnico,2316.0,Empleado,1,5,8,0,0
43,F,Universitario,3117.0,Empleado,3,2,4,0,0
62,M,Universitario,2859.0,Independiente,3,2,5,1,0
44,F,Primaria,576.0,Estudiante,2,4,18,1,0
26,F,Secundaria,211.0,Empleado,1,2,11,1,0
43,M,Secundaria,1761.0,Empleado,5,3,4,1,0
64,M,Universitario,417.0,Estudiante,2,4,4,1,0
39,M,Técnico,200.0,Empleado,4,4,17,1,1
64,F,Técnico,1753.0,Estudiante,1,5,5,1,0
47,M,Postgrado,1954.0,Empleado,3,3,8,1,0
60,F,Universitario,2869.0,Empleado,1,2,10,0,0
65,F,Universitario,2115.0,Empleado,1,5,13,1,0
34,F,Técnico,3036.0,Independiente,1,3,1,1,0
43,M,Secundaria,1784.0,Empleado,1,5,13,1,0
53,M,Postgrado,591.0,Empleado,4,1,18,1,0
18,F,Técnico,2158.0,Estudiante,3,2,9,1,0
25,M,Secundaria,2567.0,Independiente,1,5,4,1,0
52,M,Secundaria,1813.0,Independiente,4,1,3,1,0
32,M,Primaria,2660.0,Empleado,2,2,6,0,0
64,M,Técnico,1401.0,Estudiante,1,5,12,0,0
39,F,Universitario,1937.0,Empleado,4,5,9,1,1
31,M,Postgrado,1361.0,Empleado,5,5,9,1,1
43,M,Postgrado,3403.0,Empleado,2,5,3,1,0
45,M,Secundaria,2173.0,Empleado,3,4,15,1,0
40,F,Técnico,607.0,Estudiante,1,5,14,1,0
31,F,Primaria,2982.0,Empleado,1,4,20,0,0
41,M,Universitario,913.0,Empleado,4,4,10,1,1
19,F,Técnico,1511.0,Estudiante,3,1,18,1,0
62,F,Universitario,1875.0,Independiente,5,2,20,1,0
43,F,Universitario,1940.0,Independiente,2,4,2,1,0
31,F,Técnico,1887.0,Empleado,3,3,14,1,0
24,M,Secundaria,594.0,Independiente,1,4,15,1,0
20,M,Postgrado,1890.0,Empleado,4,3,13,0,0
64,M,Postgrado,2381.0,Estudiante,5,1,4,0,0
40,M,Secundaria,2357.0,Empleado,4,3,16,0,0
63,Otro,Técnico,459.0,Independiente,2,1,17,0,0
60,M,Postgrado,975.0,Empleado,3,1,18,0,0
64,M,Primaria,664.0,Empleado,4,1,0,0,0
62,F,Técnico,1772.0,Empleado,4,3,8,1,1
35,F,Secundaria,259.0,Empleado,1,3,20,1,0
55,M,Técnico,602.0,Empleado,4,1,13,1,0
52,M,Primaria,968.0,Independiente,5,1,19,1,0
32,M,Técnico,200.0,Empleado,3,2,20,1,0
42,F,Secundaria,1478.0,Independiente,2,1,19,1,0
54,M,Técnico,200.0,Desempleado,4,5,20,1,1
45,M,Postgrado,1888.0,Empleado,5,2,10,0,0
27,F,Universitario,1182.0,Independiente,2,2,1,1,0
56,M,Universitario,1001.0,Independiente,5,2,19,1,0
34,F,Universitario,1131.0,Empleado,4,5,4,1,0
56,F,Primaria,1452.0,Desempleado,4,2,14,0,0
39,M,Secundaria,1974.0,Independiente,3,2,11,1,0
43,F,Postgrado,2554.0,Empleado,1,3,13,0,0
61,F,Técnico,2311.0,Empleado,5,3,10,0,0
42,M,Secundaria,3285.0,Independiente,1,1,20,1,0
34,F,Universitario,2040.0,Empleado,1,1,8,1,0
30,F,Secundaria,1612.0,Desempleado,2,4,19,1,0
37,F,Secundaria,1134.0,Estudiante,2,5,7,1,0
42,M,Postgrado,1161.0,Independiente,5,3,11,1,1
21,Otro,Universitario,1931.0,Desempleado,1,1,2,1,0
27,M,Técnico,700.0,Empleado,3,5,20,0,0
20,M,Postgrado,1683.0,Desempleado,1,2,14,0,0
58,M,Universitario,1485.0,Estudiante,2,5,7,1,0
62,M,Universitario,918.0,Independiente,1,3,6,1,0
35,F,Primaria,659.0,Empleado,4,4,16,0,0
64,M,Secundaria,3520.0,Desempleado,4,3,11,0,0
53,M,Universitario,383.0,Desempleado,3,1,19,1,0
64,F,Universitario,1446.0,Empleado,5,1,17,1,0
39,M,Universitario,2478.0,Independiente,1,5,17,1,0
